name,Region,year,y_diff,pop_n,pop_u,wat_bas_n,wat_bas_n(rounded),wat_lim_n,wat_unimp_n,wat_sur_n,wat_bas_r,wat_bas_r(rounded),wat_lim_r,wat_unimp_r,wat_sur_r,wat_bas_u,wat_bas_u(rounded),wat_lim_u,wat_unimp_u,wat_sur_u,ARC_N,ARC_N(full),ARC_N(filtered),ARC_R,ARC_R(full),ARC_R(filtered),ARC_U,ARC_U(full),ARC_U(filtered),ARC_DIFF
Uzbekistan,Europe & Central Asia,2020,5,33469.19922,50.41599655,97.82878485,98,0,0.22384422,1.947370925,96.07258236,96,0,0,3.927417637,99.55600556,100,0,0.4439944434,0,,,,,,,,,,
Vanuatu,East Asia & Pacific,2015,,271.1279907,24.96100235,89.98817649,90,1.05094321,1.545004807,7.415875488,86.97805066,87,1.234982464,1.904272063,9.882694813,99.03735599,99,0.4976751557,0.4649688531,0,0.248602852,,0.248602852,0.283830114,,0.283830114,0.092528802,,0.092528802,0.191301312
Vanuatu,East Asia & Pacific,2020,5,307.1499939,25.52500153,91.23119075,91,1.06238505,0,7.706424202,88.39720123,88,1.255132675,0,10.3476661,99.5,100,0.5,0,0,,,,,,,,,,
Venezuela (Bolivarian Republic of),Latin America & Caribbean,2015,,30081.82617,88.15399933,94.57127501,95,0.4752325377,3.575264261,1.378228192,null,null,null,null,null,null,null,null,null,null,-0.17709486,,-0.17709486,Null,,,Null,,,
Venezuela (Bolivarian Republic of),Latin America & Caribbean,2020,5,28435.94336,88.27899933,93.68580071,94,0.4707829181,5.843416373,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Viet Nam,East Asia & Pacific,2015,,92677.07813,33.80900192,93.32806058,93,0.05207183785,6.163618036,0.4562495463,90.83306799,91,0,8.477639565,0.6892924429,98.21274352,98,0.1540176812,1.633238796,0,0.711259258,,0.711259258,0.93629409,,0.93629409,0.194059298,,0.194059298,0.742234792
Viet Nam,East Asia & Pacific,2020,5,97338.58594,37.34000015,96.88435687,97,0,3.115643126,0,95.51453844,96,0,4.48546156,0,99.18304001,99,0,0.816959987,0,,,,,,,,,,
Wallis and Futuna Islands,East Asia & Pacific,2015,,12.26200008,0,99.32138153,99,0,0.6786184741,0,99.32138153,99,0,0.6786184741,0,null,null,null,null,null,-0.035618834,,-0.035618834,-0.035618834,,-0.035618834,Null,,,
Wallis and Futuna Islands,East Asia & Pacific,2020,5,11.24600029,0,99.14328736,99,0,0.856712639,0,99.14328736,99,0,0.856712639,0,null,null,null,null,null,,,,,,,,,,
West Bank and Gaza Strip,Europe & Central Asia,2015,,4529.160156,75.36799622,96.37985671,96,0.5875346644,3.032608622,null,95.38114235,95,0.9927312092,3.626126441,null,96.70625962,97,0.4551070803,2.838633298,null,0.300108102,,0.300108102,0.666882814,,0.666882814,0.184140962,,0.184140962,0.482741852
West Bank and Gaza Strip,Europe & Central Asia,2020,5,5101.416016,76.71899414,97.88039722,98,1.029979486,1.089623295,null,98.71555642,99,0.3174006273,0.9670429576,null,97.62696443,98,1.246217358,1.126818208,null,,,,,,,,,,
Yemen,Europe & Central Asia,2015,,26497.88086,34.77700043,55.77886863,56,26.0356066,14.70974567,3.475779098,44.95826816,45,28.79461102,21.10381293,5.143307896,76.0725119,76,20.86119401,2.717904704,0.3483893924,0.976940242,,0.976940242,1.144613242,,1.144613242,0.188323488,,0.188323488,0.956289754
Yemen,Europe & Central Asia,2020,5,29825.96875,37.90799713,60.66356984,61,28.9627418,7.77785276,2.595835594,50.68133437,51,33.53021373,11.60782393,4.180627978,77.01412934,77,21.48137937,1.504491286,0,,,,,,,,,,
Zambia,Sub-Saharan Africa,2015,,15879.37012,41.9070015,61.33874628,61,5.65391723,23.3359001,9.671436392,43.61683432,44,7.210864868,33.25721949,15.91508132,85.90549729,86,3.495619671,9.582613847,1.016269193,0.814727458,,0.814727458,0.922090802,,0.922090802,0.165671474,,0.165671474,0.756419328
Zambia,Sub-Saharan Africa,2020,5,18383.95508,44.6289978,65.41238357,65,6.15393902,21.57684071,6.856836706,48.22728833,48,8.331703613,31.60865444,11.83235362,86.73385466,87,3.451996194,9.130414105,0.6837350463,,,,,,,,,,
Zimbabwe,Sub-Saharan Africa,2015,,13814.6416,32.38499832,64.95492911,65,12.45676477,15.89884206,6.689464055,51.25006071,51,16.39672658,22.51446862,9.838744088,93.56863574,94,4.23071973,2.086401773,0.1142427564,-0.4576943,,-0.4576943,-0.593526372,,-0.593526372,-0.134701358,,-0.134701358,-0.458825014
Zimbabwe,Sub-Saharan Africa,2020,5,14862.92676,32.24200058,62.66645761,63,14.1975397,16.27785545,6.858147242,48.28242885,48,18.59098467,23.01364655,10.11293992,92.89512895,93,4.964517757,2.122298674,0.01805461538,,,,,,,,,,
