name,Region,year,y_diff,pop_n,pop_u,wat_bas_n,wat_bas_n(rounded),wat_lim_n,wat_unimp_n,wat_sur_n,wat_bas_r,wat_bas_r(rounded),wat_lim_r,wat_unimp_r,wat_sur_r,wat_bas_u,wat_bas_u(rounded),wat_lim_u,wat_unimp_u,wat_sur_u,ARC_N,ARC_N(full),ARC_N(filtered),ARC_R,ARC_R(full),ARC_R(filtered),ARC_U,ARC_U(full),ARC_U(filtered),ARC_DIFF
Jamaica,Latin America & Caribbean,2015,,2891.023926,54.833004,90.41679629,90,5.407336603,2.169821217,2.006045893,84.5007099,85,8.401335753,3.055395678,4.042558671,95.28999024,95,2.941122015,1.440356529,0.3285312153,0.122629642,,0.122629642,0.179840452,,0.179840452,0.021605134,,0.021605134,0.158235318
Jamaica,Latin America & Caribbean,2020,5,2961.160889,56.31100082,91.0299445,91,5.367570914,1.864010203,1.738474379,85.39991216,85,8.490737371,2.568971895,3.540378574,95.39801591,95,2.944456223,1.317064322,0.34046355,,,,,,,,,,
Japan,East Asia & Pacific,2015,,127985.1406,91.3809967,98.92280548,99,0,1.077194517,0,null,null,null,null,null,null,null,null,null,null,0.031221394,,0.031221394,Null,,,Null,,,
Japan,East Asia & Pacific,2020,5,126476.4609,91.78199768,99.07891245,99,0,0.9210875467,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Jordan,Middle East & North Africa,2015,,9266.573242,90.25600433,99.00678491,99,0.1524029836,0.7812311648,0.05958093834,97.36231539,97,0.6242725518,1.973552059,0.03986,99.18431682,99,0.1014601355,0.6525130437,0.06171,-0.01329639,,-0.01329639,-0.01016734,,-0.01016734,-0.018220846,,-0.018220846,0.008053506
Jordan,Middle East & North Africa,2020,5,10203.13965,91.41799927,98.94030296,99,0.1462147369,0.8536474704,0.05983483179,97.31147869,97,0.6239465945,2.024714716,0.03986,99.09321259,99,0.1013669408,0.7437104707,0.06171,,,,,,,,,,
Kazakhstan,Europe & Central Asia,2015,,17572.00977,57.19100189,95.02533441,95,1.812908425,2.904392652,0.2573645111,90.74749784,91,1.86677185,6.784537749,0.6011925556,98.22740979,98,1.772590206,0,0,0.081927182,,0.081927182,0.2383509,,0.2383509,-0.045335692,,-0.045335692,0.283686592
Kazakhstan,Europe & Central Asia,2020,5,18776.70703,57.67100143,95.43497032,95,1.941425039,2.545956934,0.07764770471,91.93925234,92,1.862616064,6.014693049,0.1834385438,98.00073133,98,1.999268673,0,0,,,,,,,,,,
Kenya,Sub-Saharan Africa,2015,,47878.33984,25.65799904,58.19692798,58,8.796753977,11.52291835,21.48339969,48.27216191,48,10.37313934,14.21683468,27.13786408,86.95314792,87,4.22930427,3.717504383,5.100043429,0.68719272,,0.68719272,0.701563404,,0.701563404,0.004416706,,0.004416706,0.697146698
Kenya,Sub-Saharan Africa,2020,5,53771.30078,27.99499893,61.63289158,62,9.54187005,9.780087524,19.04515084,51.77997893,52,11.56900419,12.51911322,24.13190366,86.97523145,87,4.327944725,2.73514263,5.961681193,,,,,,,,,,
Kiribati,East Asia & Pacific,2015,,110.927002,51.61899948,73.84809659,74,2.340891569,23.81101184,0,57.92225259,58,1.639587928,40.43815948,0,88.774932,89,2.998203296,8.226864706,0,0.824564852,,0.824564852,0.61438646,,0.61438646,0.55124857,,0.55124857,0.06313789
Kiribati,East Asia & Pacific,2020,5,119.4459991,55.59399796,77.97092085,78,4.076899625,17.95217953,0,60.99418489,61,2.096609799,36.90920532,0,91.53117485,92,5.658666461,2.810158691,0,,,,,,,,,,
Kuwait,Middle East & North Africa,2015,,3835.587891,100,100,100,0,0,0,null,null,null,null,null,null,null,null,null,null,0,Full access,,Null,,,Null,,,
Kuwait,Middle East & North Africa,2020,5,4270.562988,100,100,100,0,0,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Kyrgyzstan,Europe & Central Asia,2015,,5959.125977,35.77700043,88.44176125,88,1.789935836,2.248062905,7.520240013,83.10521764,83,2.415973654,3.353168783,11.12563993,98.02134645,98,0.6661405372,0.2642965036,1.04821651,0.651508794,,0.651508794,0.830642272,,0.830642272,0.257269172,,0.257269172,0.5733731
Kyrgyzstan,Europe & Central Asia,2020,5,6524.190918,36.85599899,91.69930522,92,1.900734111,1.8656487,4.534311965,87.258429,87,2.606070485,2.954593684,7.180906832,99.30769231,99,0.6923076923,0,0,,,,,,,,,,
Lao People's Democratic Republic,East Asia & Pacific,2015,,6741.160156,33.10799789,77.46057221,77,3.052340334,14.22792235,5.259165108,70.23968655,70,4.170293363,18.20222139,7.387798694,92.04977998,92,0.793607849,6.198176795,0.9584353711,1.551834194,,1.551834194,1.646654574,,1.646654574,1.002896448,,1.002896448,0.643758126
Lao People's Democratic Republic,East Asia & Pacific,2020,5,7275.556152,36.29000092,85.21974318,85,3.566857739,10.62886799,0.5845310938,78.47295942,78,5.598583786,15.0109696,0.9174871957,97.06426222,97,0,2.935737778,0,,,,,,,,,,
Latvia,Europe & Central Asia,2015,,1997.675049,67.97999573,98.52511728,99,0.6787074231,0.7961752931,0,97.85471901,98,0,2.145280992,0,98.84089334,99,0.998392862,0.1607138001,0,0.051496774,,0.051496774,0.144900826,,0.144900826,0.00720627,,0.00720627,0.137694556
Latvia,Europe & Central Asia,2020,5,1886.202026,68.31500244,98.78260115,99,0.6823007424,0.5350981037,0,98.57922314,99,0,1.42077686,0,98.87692469,99,0.9987568151,0.1243184908,0,,,,,,,,,,
Lebanon,Middle East & North Africa,2015,,6532.681152,88.10600281,91.22432251,91,7.29006465,1.34019284,0.14542,null,null,null,null,null,null,null,null,null,null,0.275135498,,0.275135498,Null,,,Null,,,
Lebanon,Middle East & North Africa,2020,5,6825.441895,88.92499542,92.6,93,7.4,0,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Lesotho,Sub-Saharan Africa,2015,,2059.010986,26.90800095,70.5456894,71,10.86331049,14.5343829,4.056617208,63.42088315,63,13.04933941,18.16490493,5.364872511,89.89927614,90,4.925254235,4.672553616,0.502916007,0.326069974,,0.326069974,0.045894334,,0.045894334,0.624326482,,0.624326482,-0.578432148
Lesotho,Sub-Saharan Africa,2020,5,2142.251953,29.02799988,72.17603927,72,10.40592597,12.21725464,5.200780116,63.65035482,64,13.55843013,15.73132479,7.059890254,93.02090855,93,2.698211997,3.625530038,0.65534942,,,,,,,,,,
Liberia,Sub-Saharan Africa,2015,,4472.229004,49.81999969,72.56979194,73,7.364422679,6.537233844,13.52855154,61.26318196,61,5.126042294,7.524148785,26.08662696,83.95810401,84,9.618977705,5.54318741,0.8797308764,0.53839993,,0.53839993,0.567406986,,0.567406986,0.314001124,,0.314001124,0.253405862
Liberia,Sub-Saharan Africa,2020,5,5057.676758,52.08899689,75.26179159,75,8.700657475,3.488080869,12.54947006,64.10021689,64,6.537775797,3.383709875,25.97829744,85.52810963,86,10.69005698,3.58408039,0.1977530006,,,,,,,,,,
Libya,Sub-Saharan Africa,2015,,6418.314941,79.27000427,97.28161516,97,0,2.718384841,0,null,null,null,null,null,null,null,null,null,null,0.521981728,,0.521981728,Null,,,Null,,,
Libya,Sub-Saharan Africa,2020,5,6871.287109,80.69100189,99.8915238,100,0,0.1084762012,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Liechtenstein,Europe & Central Asia,2015,,37.46500015,14.30300045,100,100,0,0,0,null,null,null,null,null,null,null,null,null,null,0,Full access,,Null,,,Null,,,
Liechtenstein,Europe & Central Asia,2020,5,38.13700104,14.41600037,100,100,0,0,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Lithuania,Europe & Central Asia,2015,,2931.87207,67.22999573,96.60413858,97,0,3.395861422,0,90.71848441,91,0,9.281515589,0,99.47299035,99,0,0.5270096501,0,0.281841732,,0.281841732,0.612859164,,0.612859164,0.10540193,,0.10540193,0.507457234
Lithuania,Europe & Central Asia,2020,5,2722.291016,68.04599762,98.01334724,98,0,1.98665276,0,93.78278023,94,0,6.217219771,0,100,100,0,0,0,,,,,,,,,,
Luxembourg,Europe & Central Asia,2015,,566.7410278,90.17900085,99.92517066,100,0,0.07482934002,0,99.23809524,99,0,0.7619047619,0,100,100,0,0,0,-0.009047624,Full access,-0.009047624,-0.128571428,,-0.128571428,0,Full access,,-0.128571428
Luxembourg,Europe & Central Asia,2020,5,625.9760132,91.4529953,99.87993254,100,0,0.1200674649,0,98.5952381,99,0,1.404761905,0,100,100,0,0,0,,,,,,,,,,
Madagascar,Sub-Saharan Africa,2015,,24234.08008,35.19299698,48.89177354,49,2.67716038,30.40673651,18.02432957,33.14457773,33,1.743479446,39.69799969,25.41394313,77.88983072,78,4.396509873,13.29711369,4.416545719,0.898822274,,0.898822274,0.65236851,,0.65236851,0.516035244,,0.516035244,0.136333266
Madagascar,Sub-Saharan Africa,2020,5,27691.01953,38.5340004,53.38588491,53,2.71797298,32.31145967,11.58468244,36.40642028,36,1.601776163,43.95389345,18.03791011,80.47000694,80,4.498430298,13.74049434,1.291068417,,,,,,,,,,
Malawi,Sub-Saharan Africa,2015,,16745.30469,16.31299973,66.15495914,66,19.71603831,10.55451427,3.574488277,62.24060864,62,21.69810966,11.87522028,4.186061413,86.23587985,86,9.547849488,3.779202335,0.4370683245,0.778553874,,0.778553874,0.868887024,,0.868887024,0.043763672,,0.043763672,0.825123352
Malawi,Sub-Saharan Africa,2020,5,19129.95508,17.42700005,70.04772851,70,21.95081497,5.776304407,2.22515211,66.58504376,67,24.41415803,6.383874146,2.616924066,86.45469821,86,10.27894825,2.897503996,0.3688495446,,,,,,,,,,
Malaysia,South Asia,2015,,30270.96484,74.21299744,97.05220256,97,0.3630055004,2.584791939,null,90.91830922,91,0.5488026714,8.532888105,null,99.18356605,99,0.2984460363,0.427987911,0.09,0.009540902,,0.009540902,-0.14417222,,-0.14417222,-0.008094028,,-0.008094028,-0.136078192
Malaysia,South Asia,2020,5,32365.99805,77.15999603,97.09990707,97,0.3545396865,2.545553241,null,90.19744812,90,0.5444513971,9.258100478,null,99.14309591,99,0.2983242605,0.4685798319,0.09,,,,,,,,,,
Maldives,South Asia,2015,,454.9140015,38.52899933,98.81424429,99,0.1121578799,1.073597835,0,98.87969927,99,0.1669852816,0.953315453,0,98.70980569,99,0.02468362233,1.265510688,0,0.146038862,,0.146038862,0.207862646,,0.207862646,0.057636648,,0.057636648,0.150225998
Maldives,South Asia,2020,5,540.5419922,40.66899872,99.5444386,100,0.0480506913,0.407510705,0,99.9190125,100,0.0809875,0,0,98.99798893,99,0,1.002011069,0,,,,,,,,,,
Mali,Sub-Saharan Africa,2015,,17438.77148,39.99099731,74.39951222,74,4.171846453,19.37992934,2.048711981,63.39571403,63,4.449382415,28.94484164,3.21006192,90.91140553,91,3.755386657,5.027173979,0.306033834,1.629555762,,1.629555762,1.737036236,,1.737036236,1.001209844,,1.001209844,0.735826392
Mali,Sub-Saharan Africa,2020,5,20250.83398,43.90900421,82.54729103,83,3.854734527,12.24697135,1.35100309,72.08089521,72,3.78241223,21.72810084,2.408591717,95.91745475,96,3.947121723,0.1354235314,0,,,,,,,,,,
Malta,Europe & Central Asia,2015,,433.5589905,94.41400146,100,100,0,0,0,100,100,0,0,0,100,100,0,0,0,0.00000008000000093,Full access,,0,Full access,,0,Full access,,0
Malta,Europe & Central Asia,2020,5,441.5390015,94.7440033,100.0000004,100,0,0,0,100,100,0,0,0,100,100,0,0,0,,,,,,,,,,
Marshall Islands,East Asia & Pacific,2015,,57.44400024,75.81099701,88.34252362,88,11.18141559,0.4760607918,0,94.27836,94,5.38164,0.34,0,86.44857737,86,13.03194895,0.5194736842,0,0.045904672,,0.045904672,0.030272,,0.030272,0.090284526,,0.090284526,-0.060012526
Marshall Islands,East Asia & Pacific,2020,5,59.19400024,77.79399109,88.57204698,89,11.387979,0.03997402585,0,94.42972,94,5.39028,0.18,0,86.9,87,13.1,0,0,,,,,,,,,,
Martinique,Latin America & Caribbean,2015,,378.4830017,88.98100281,99.79603,100,0,0.2039699954,0,null,null,null,null,null,null,null,null,null,null,0.009188156,Full access,0.009188156,Null,,,Null,,,
Martinique,Latin America & Caribbean,2020,5,375.2650146,89.13999939,99.84197078,100,0,0.1580292158,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Mauritania,Sub-Saharan Africa,2015,,4046.303955,51.0890007,66.9733094,67,14.81165357,17.63702375,0.5780132824,46.69284218,47,18.20063085,33.9247615,1.181765464,86.38918859,86,11.56715369,2.043657719,0,0.941547966,,0.941547966,0.643699344,,0.643699344,0.573901212,,0.573901212,0.069798132
Mauritania,Sub-Saharan Africa,2020,5,4649.660156,55.32699585,71.68104923,72,13.47689193,14.82032681,0.02173203433,49.9113389,50,18.49039689,31.5496173,0.04864690722,89.25869465,89,9.428808083,1.31249727,0,,,,,,,,,,
Mauritius,Sub-Saharan Africa,2015,,1259.457031,41,99.86648182,100,0,0.1335181809,0,99.82768234,100,0,0.1723176618,0,99.92231522,100,0,0.07768478119,0,-0.000045424,Full access,-0.000045424,0,Full access,0,0,Full access,0,0
Mauritius,Sub-Saharan Africa,2020,5,1271.766968,40.75999832,99.8662547,100,0,0.1337453014,0,99.82768234,100,0,0.1723176618,0,99.92231522,100,0,0.07768478119,0,,,,,,,,,,
Mayotte,Sub-Saharan Africa,2015,,240.0110016,46.98900223,96.83781128,97,0,0.2820184669,2.880170256,null,null,null,null,null,null,null,null,null,null,-0.093326314,,-0.093326314,Null,,,Null,,,
Mayotte,Sub-Saharan Africa,2020,5,272.8129883,45.75099945,96.37117971,96,0,3.628820295,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Mexico,Latin America & Caribbean,2015,,121858.25,79.28499603,98.02544354,98,0,1.412360964,0.5621954921,93.28669403,93,0,4.310938852,2.402367121,99.2635529,99,0,0.655038006,0.08140909465,0.330824948,,0.330824948,1.01007498,,1.01007498,0.14728942,,0.14728942,0.86278556
Mexico,Latin America & Caribbean,2020,5,128932.75,80.73099518,99.67956828,100,0,0.3204317169,0,98.33706893,98,0,1.662931067,0,100,100,0,0,0,,,,,,,,,,
Micronesia (Federated States of),East Asia & Pacific,2015,,108.8860016,22.45599937,88.30815668,88,0,11.69184332,null,null,null,null,null,null,null,null,null,null,null,0,,0,Null,,,Null,,,
Micronesia (Federated States of),East Asia & Pacific,2019,4,113.810997,22.81200027,88.30815668,88,0,11.69184332,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Monaco,Europe & Central Asia,2015,,37.72299957,100,100,100,0,0,0,null,null,null,null,null,100,100,0,0,0,0,Full access,,Null,,,0,Full access,,
Monaco,Europe & Central Asia,2020,5,39.24399948,100,100,100,0,0,0,null,null,null,null,null,100,100,0,0,0,,,,,,,,,,
Mongolia,East Asia & Pacific,2015,,2998.433105,68.22999573,80.81301209,81,3.905181378,7.578644581,7.70316195,52.09388801,52,5.33358915,18.71864336,23.85387948,94.18552724,94,3.240070405,2.391515544,0.1828868106,0.936522636,,0.936522636,1.795372626,,1.795372626,0.492087668,,0.492087668,1.303284958
Mongolia,East Asia & Pacific,2020,5,3278.291992,68.65699768,85.49562527,85,2.14642893,6.633366714,5.724579081,61.07075114,61,3.084170572,17.58078116,18.26429713,96.64596558,97,1.718335079,1.635699341,0,,,,,,,,,,
Montenegro,Europe & Central Asia,2015,,626.9569702,65.80599976,97.39129537,97,1.68690191,0.8814458462,0.04035686954,95.96066218,96,1.539303155,2.38201141,0.1180232558,98.13467845,98,1.763596913,0.101724636,0,0.29312423,,0.29312423,0.440245072,,0.440245072,0.211412228,,0.211412228,0.228832844
Montenegro,Europe & Central Asia,2020,5,628.0620117,67.48800659,98.85691652,99,0.5454788204,0.592312011,0.005292650894,98.16188754,98,0,1.821833386,0.01627906977,99.19173959,99,0.8082604128,0,0,,,,,,,,,,
Montserrat,Latin America & Caribbean,2015,,4.96600008,9.041000366,98.07082056,98,0,1.929179439,0,null,null,null,null,null,null,null,null,null,null,0.001332412,,0.001332412,Null,,,Null,,,
Montserrat,Latin America & Caribbean,2020,5,4.999000072,9.114999771,98.07748262,98,0,1.922517378,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Morocco,Middle East & North Africa,2015,,34663.60938,60.80899811,83.75113288,84,5.937188415,8.517881858,1.793796851,64.17252874,64,12.25581871,19.02957964,4.542072914,96.36941502,96,1.864872571,1.743161481,0.02255092798,1.33024236,,1.33024236,2.634720044,,2.634720044,0.305466198,,0.305466198,2.329253846
Morocco,Middle East & North Africa,2020,5,36910.55859,63.53199768,90.40234468,90,5.263549601,2.8776725,1.456433219,77.34612896,77,12.03707816,6.623063373,3.993729502,97.89674601,98,1.375477117,0.7277768759,0,,,,,,,,,,
Mozambique,Sub-Saharan Africa,2015,,27042.00195,34.40000153,51.17617521,51,10.3714084,26.51349315,11.93892324,35.97137876,36,12.36707992,34.81487395,16.84666736,80.17136583,80,6.565709571,10.68295442,2.579970181,2.438650084,,2.438650084,2.579061548,,2.579061548,1.562736418,,1.562736418,1.01632513
Mozambique,Sub-Saharan Africa,2020,5,31255.43555,37.0739975,63.36942563,63,9.975784507,16.72614511,9.928644759,48.8666865,49,12.64088359,23.6862564,14.80617352,87.98504792,88,5.452291027,4.912684644,1.649976404,,,,,,,,,,
Myanmar,East Asia & Pacific,2015,,52680.72266,29.8579998,73.5874705,74,6.835532269,8.269037119,11.30796011,67.24961354,67,8.042280354,10.1459869,14.56211921,88.47627629,88,4.000656379,3.859732696,3.663334632,2.026144282,,2.026144282,2.23459023,,2.23459023,1.390321954,,1.390321954,0.844268276
Myanmar,East Asia & Pacific,2020,5,54409.79297,31.14100075,83.71819191,84,1.595436949,5.10942478,9.576946362,78.42256469,78,2.316962142,6.592393694,12.66807947,95.42788606,95,0,1.830283006,2.741830931,,,,,,,,,,
Namibia,Sub-Saharan Africa,2015,,2314.900879,46.90000534,82.52413515,83,7.275476154,4.416461411,5.783927281,70.14103138,70,11.72007222,7.614389637,10.52450676,96.54423562,97,2.243322298,0.7957798889,0.4166621911,0.349180226,,0.349180226,0.22302721,,0.22302721,-0.055454054,,-0.055454054,0.278481264
Namibia,Sub-Saharan Africa,2020,5,2540.916016,52.03300095,84.27003628,84,7.08762751,3.740143722,4.902192485,71.25616743,71,11.97218925,7.081803759,9.689839563,96.26696535,96,2.584758965,0.6596102638,0.4886654211,,,,,,,,,,
Nauru,East Asia & Pacific,2015,,10.3739996,100,100,100,0,0,0,null,null,null,null,null,100,100,0,0,0,0,Full access,,Null,,,0,Full access,,
Nauru,East Asia & Pacific,2020,5,10.83399963,100,100,100,0,0,0,null,null,null,null,null,100,100,0,0,0,,,,,,,,,,
Nepal,South Asia,2015,,27015.0332,18.55699921,87.80846759,88,3.167904459,7.264208528,1.759419423,87.24197964,87,3.310271258,7.531317484,1.916431618,90.2946711,90,2.543084752,6.091920182,1.07032397,0.45321484,,0.45321484,0.592258402,,0.592258402,-0.143407588,,-0.143407588,0.73566599
Nepal,South Asia,2020,5,29136.80859,20.57600021,90.07454179,90,3.979825725,4.699081176,1.246551314,90.20327165,90,4.207348246,4.269023951,1.320356149,89.57763316,90,3.101581411,6.359123168,0.9616622585,,,,,,,,,,
Netherlands,Europe & Central Asia,2015,,16938.49219,90.17299652,99.99999856,100,0,0.000001441336238,0,100,100,0,0,0,100,100,0,0,0,0.0000001460000021,Full access,0.0000001460000021,0,Full access,,0,Full access,,0
Netherlands,Europe & Central Asia,2020,5,17134.87305,92.23600006,99.99999929,100,0,0.000000712408621,0,100,100,0,0,0,100,100,0,0,0,,,,,,,,,,
New Caledonia,East Asia & Pacific,2015,,271.0620117,69.37900543,98.13855849,98,0,1.861441508,0,null,null,null,null,null,null,null,null,null,null,0.233352416,,0.233352416,Null,,,Null,,,
New Caledonia,East Asia & Pacific,2020,5,285.4909973,71.51799774,99.30532057,99,0,0.6946794278,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
New Zealand,East Asia & Pacific,2015,,4614.526855,86.34099579,99.99999735,100,0,0.000002645348403,0,100,100,0,0,0,100,100,0,0,0,0.0000007899999986,Full access,0.0000007899999986,0,Full access,,0,Full access,,0
New Zealand,East Asia & Pacific,2020,5,4822.23291,86.6989975,100.0000013,100,0,0,0,100,100,0,0,0,100,100,0,0,0,,,,,,,,,,
Nicaragua,Latin America & Caribbean,2015,,6223.233887,57.89499664,81.35312854,81,1.425927388,13.835759,3.38518507,59.50465784,60,3.238961865,29.55960602,7.696774271,97.24275488,97,0.1073710103,2.400356622,0.2495174846,0.071125052,,0.071125052,-0.079442242,,-0.079442242,0.032840346,,0.032840346,-0.112282588
Nicaragua,Latin America & Caribbean,2020,5,6624.554199,59.01200104,81.7087538,82,1.506645682,13.53053114,3.254069378,59.10744663,59,3.520974285,29.78017368,7.5914054,97.40695661,97,0.1075523143,2.244007656,0.2414834229,,,,,,,,,,
Niger,Sub-Saharan Africa,2015,,20001.66211,16.24699974,45.48245806,45,16.12883696,34.71956001,3.669144972,37.32994165,37,17.64359486,40.88848775,4.137975751,87.50853904,88,8.320286196,2.918844344,1.252330425,0.285867882,,0.285867882,0.364843534,,0.364843534,-0.338939856,,-0.338939856,0.70378339
Niger,Sub-Saharan Africa,2020,5,24206.63672,16.62599945,46.91179747,47,21.6538987,27.02751244,4.406791392,39.15415932,39,23.98774039,31.99150648,4.866593813,85.81383976,86,9.950440829,2.13468778,2.101031634,,,,,,,,,,
Nigeria,Sub-Saharan Africa,2015,,181137.4531,47.83799744,68.77975546,69,6.713550996,14.73376246,9.772931086,53.492449,53,7.106440271,23.1071601,16.29395062,85.44885832,85,6.285149056,5.603506118,2.662486501,1.765859584,,1.765859584,1.633152206,,1.633152206,1.381769374,,1.381769374,0.251382832
Nigeria,Sub-Saharan Africa,2020,5,206139.5938,51.95800018,77.60905338,78,4.979399343,11.79691148,5.614635794,61.65821003,62,7.128924583,20.92487535,10.28799004,92.35770519,92,2.99188065,3.356908786,1.29350537,,,,,,,,,,
Niue,East Asia & Pacific,2015,,1.610000014,42.56800079,97.60613941,98,0,2.393860594,0,null,null,null,null,null,null,null,null,null,null,-0.119052646,,-0.119052646,Null,,,Null,,,
Niue,East Asia & Pacific,2020,5,1.618000031,46.20200348,97.01087618,97,0,2.989123822,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
North Macedonia,Europe & Central Asia,2015,,2079.334961,57.40799713,97.47233283,97,1.885991713,0.5924731745,0.04920227976,97.63323313,98,1.2224645,1.028782373,0.11552,97.35295808,97,2.37827419,0.2687677275,0,0.054096592,,0.054096592,-0.032903712,,-0.032903712,0.116888982,,0.116888982,-0.149792694
North Macedonia,Europe & Central Asia,2020,5,2083.379883,58.48199844,97.74281579,98,1.63499414,0.5742284762,0.04796159706,97.46871457,97,1.505202232,0.9105631982,0.11552,97.93740299,98,1.727136954,0.3354600563,0,,,,,,,,,,
Northern Mariana Islands,East Asia & Pacific,2015,,55.77899933,91.35699463,99.98018339,100,0,0.01981661152,0,null,null,null,null,null,null,null,null,null,null,0.003963322,Full access,0.003963322,Null,,,Null,,,
Northern Mariana Islands,East Asia & Pacific,2020,5,57.55699921,91.79799652,100,100,0,0,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Norway,Europe & Central Asia,2015,,5199.827148,81.09099579,100.0000012,100,0,0,0,100,100,0,0,0,100,100,0,0,0,-0.000001140000001,Full access,,0,Full access,,0,Full access,,0
Norway,Europe & Central Asia,2020,5,5421.242188,82.97399139,99.9999955,100,0,0.000004503407453,0,100,100,0,0,0,100,100,0,0,0,,,,,,,,,,
Oman,Middle East & North Africa,2015,,4267.34082,81.34999847,90.23848564,90,8.208802788,1.473142599,0.0795689751,74.36690846,74,21.09767236,4.386731832,0.1486873508,93.87714508,94,5.253947929,0.8051838421,0.06372315036,0.38590781,,0.38590781,0.37677429,,0.37677429,0.164570984,,0.164570984,0.212203306
Oman,Middle East & North Africa,2020,5,5106.62207,86.27599335,92.16802469,92,7.541419893,0.2604052036,0.03015021745,76.25077991,76,21.63212113,1.897409218,0.2196897375,94.7,95,5.3,0,0,,,,,,,,,,
Pakistan,South Asia,2015,,199426.9531,36.02600098,89.45498234,89,3.65595302,4.42169119,2.467373447,87.15095676,87,3.956563839,5.236412879,3.656066523,93.54640884,94,3.122136433,2.974930389,0.35652434,0.138796548,,0.138796548,0.2897808,,0.2897808,-0.155671798,,-0.155671798,0.445452598
Pakistan,South Asia,2020,5,220892.3281,37.16500092,90.14896508,90,3.822279525,4.413307574,1.61544782,88.59986076,89,3.852278117,5.174596509,2.373264617,92.76804985,93,3.771561162,3.126184571,0.3342044223,,,,,,,,,,
Palau,East Asia & Pacific,2015,,17.66500092,78.15899658,99.63015085,100,0,0.3698491499,0,99.61387148,100,0,0.3861285173,0,99.63470173,100,0,0.3652982706,0,0.00547893,Full access,0.00547893,0.02862271,Full access,0.02862271,-0.000099948,Full access,-0.000099948,0.028722658
Palau,East Asia & Pacific,2020,5,18.09199905,80.98799896,99.6575455,100,0,0.3424544984,0,99.75698503,100,0,0.2430149677,0,99.63420199,100,0,0.3657980078,0,,,,,,,,,,
Panama,Latin America & Caribbean,2015,,3968.48999,66.69599915,92.90436561,93,1.845644171,3.160016841,2.08997338,83.67957953,84,1.737106037,8.379298168,6.20401626,97.51067739,98,1.899841721,0.5538148391,0.03566604616,0.29363575,,0.29363575,0.528700746,,0.528700746,0.115643056,,0.115643056,0.41305769
Panama,Latin America & Caribbean,2020,5,4314.768066,68.41400146,94.37254436,94,1.873480592,2.262304247,1.491670799,86.32308326,86,1.791982583,7.162364342,4.722569811,98.08889267,98,1.911107333,0,0,,,,,,,,,,
Papua New Guinea,East Asia & Pacific,2015,,8107.771973,13.01200008,41.48550844,41,1.80995308,21.261052,35.44348648,34.990633,35,1.804724433,23.25354875,39.95109382,84.90514306,85,1.844907912,7.940776435,5.309172598,0.771701816,,0.771701816,0.816142134,,0.816142134,0.234025716,,0.234025716,0.582116418
Papua New Guinea,East Asia & Pacific,2020,5,8947.027344,13.34500027,45.34401752,45,2.128564452,22.15762495,30.36979308,39.07134367,39,2.429850293,24.43180086,34.06700517,86.07527164,86,0.1721822608,7.390385564,6.362160532,,,,,,,,,,
Paraguay,Latin America & Caribbean,2015,,6688.746094,60.75,96.83621453,97,0.328424003,2.756768199,0.07859326698,93.34470029,93,0.6976664397,5.757395646,0.2002376288,99.09204873,99,0.08985997117,0.818091301,0,0.55145036,,0.55145036,1.153305448,,1.153305448,0.158939962,,0.158939962,0.994365486
Paraguay,Latin America & Caribbean,2020,5,7132.529785,62.18299484,99.59346633,100,0.4065302439,0.0000034229177,0,99.11122753,99,0.8887724684,0,0,99.88674854,100,0.1132514643,0,0,,,,,,,,,,
Peru,Latin America & Caribbean,2015,,30470.73828,77.35700226,90.28200304,90,0.9325834719,5.763626055,3.021787439,73.28762384,73,1.523040337,12.99206766,12.19726817,95.25638702,95,0.75975209,3.647808558,0.3360523291,0.571472634,,0.571472634,1.50236293,,1.50236293,0.260691412,,0.260691412,1.241671518
Peru,Latin America & Caribbean,2020,5,32971.84766,78.2970047,93.13936621,93,0.8495593511,4.150468349,1.860606087,80.79943849,81,1.596943771,9.612691163,7.990926578,96.55984408,97,0.6423932356,2.636408693,0.1613539953,,,,,,,,,,
Philippines,South Asia,2015,,102113.2031,46.2840004,92.01770102,92,2.920429319,4.532138462,0.5297311944,88.20816233,88,3.825892542,7.111213037,0.8547320937,96.43895214,96,1.869572353,1.538931873,0.1525436393,0.418266708,,0.418266708,0.570754178,,0.570754178,0.210076072,,0.210076072,0.360678106
Philippines,South Asia,2020,5,109581.0859,47.40799713,94.10903456,94,2.856486137,3.034479307,0,91.06193322,91,3.959520428,4.978546347,0,97.4893325,97,1.632836465,0.877831036,0,,,,,,,,,,
